Freq,Vis_Min,Vis,Temp,AH_Min,AH_Max,AH,Dist
73500000000,13785.1368944643,14502.83636,25.18863079,19.3340144062309,21.8441558554211,20.07181721,2955.019143
73500000000,11548.966369574,12184.78522,1.293719594,4.82407567648576,5.08591169347274,5.038229319,4818.33275
73500000000,64686.1520937137,69959.15033,4.870095637,5.69511480381427,6.33878760903109,6.189224183,4820.33929
83500000000,19313.6649213053,20858.9871,0.591024568,4.30279526288188,4.75577894670411,4.399423393,2016.698272
73500000000,71173.1805911468,75004.69205,24.08795016,10.309944180908,11.2068535634139,11.13169971,2957.692674
83500000000,22891.7381203501,23876.65039,2.949963443,3.5520921345261,4.32149603495196,3.943796123,2021.173608
83500000000,8461.49067215082,8686.749994,4.898087756,5.70279917746838,6.51835107102007,6.325687827,4819.521316
73500000000,11491.5562455802,12117.9706,-1.817589647,3.32181101304151,3.69164915886287,3.619585258,4827.784084
73500000000,32244.5215688019,35800.29857,27.22327769,16.6883439447102,18.6522952702162,18.47790806,2964.229555
83500000000,1813.86652547537,1946.045826,15.40135021,12.6924813348946,13.1465677756859,12.96038198,2592.086863
73500000000,41526.4675530556,45347.08758,30.45520117,21.3030930901602,23.0101296672406,22.54783163,3969.26318
73500000000,22723.9027415936,24581.80633,19.84762431,13.3554294495304,14.8154691028132,13.84090833,2959.55477
83500000000,66197.2275472211,72712.836,14.86991562,8.5075119211052,9.38066363680534,9.020791229,2013.608634
73500000000,3898.5146332866,4305.829242,3.408287013,5.61353885086966,6.34007930976609,5.925557973,4821.297352
73500000000,54433.2859814778,59284.88525,5.619359399,4.84454648606831,5.65721781270678,5.322377133,4822.931142
73500000000,29116.2667692098,30687.81443,19.92306459,16.0143822582573,18.4016335482329,16.75021706,2956.692501
83500000000,30682.1403261231,33182.84158,27.18940614,20.243962511448,21.6195271585596,21.54364379,2955.025393
73500000000,30725.2606767067,32763.27977,1.834447754,3.90653460483613,4.23448781274934,4.175214589,4824.540977
83500000000,29800.2433778209,29860.45706,3.6439821,5.21936108049128,5.73954916556914,5.705562606,4820.772268
73500000000,29894.3153924753,30818.08241,25.79439014,18.9963338145914,20.6454027446016,19.7607986,3964.717332
83500000000,68258.8202566828,75004.69814,2.091244552,2.17347998296193,2.53997951643481,2.338950208,2012.509258
83500000000,39565.7335644391,40542.33962,2.288884923,4.52008752243214,5.09968639580317,4.660230044,4819.791566
83500000000,37087.107537652,37809.10154,19.52811841,15.3033776228264,17.5835499416503,15.99218069,2964.402871
73500000000,62075.34606661,63057.78756,23.12470147,16.4882675293645,18.7899872447668,18.1171088,2117.144517
83500000000,30100.8549114116,32538.14732,27.74233648,18.0689591390507,18.6637111304666,18.5435311,2117.152077
83500000000,18660.6329472948,20045.79771,0.829927662,4.05473808334719,4.48316669594575,4.27839833,4824.756281
83500000000,33550.3397156856,35175.33811,8.45484609,5.49971104718916,6.43213583145461,5.923135086,4825.382663
73500000000,51779.3827062023,55595.9136,22.76963777,9.6493142954448,11.0577507162908,10.51825655,2964.951586
83500000000,11700.5760435848,11838.3904,31.15916061,20.4338508991796,23.2287222446314,21.99925456,3967.241797
83500000000,42998.127209351,45183.71449,9.392647285,6.78388985955303,7.09908438863188,6.956465366,4818.548595
83500000000,21952.4710570071,23093.44203,25.67697245,18.9482867194446,20.2230142422065,19.27165187,2121.835932
83500000000,23391.9505582503,24329.27504,27.07042209,18.9680501000138,20.6461651944183,20.06276179,2114.906301
83500000000,22331.6223812213,22653.19685,24.7497042,17.729216386233,18.9516351303905,18.91425757,2955.923322
73500000000,22313.2706765093,23084.07492,-2.624698079,3.44877275574843,3.73043858414247,3.636169437,4826.284081
73500000000,25228.8590952386,27699.87511,6.575838454,5.13738008794965,5.99930727787949,5.699997969,4822.45153
73500000000,58650.9547193732,63882.76105,5.613868031,3.0125900025984,3.24725409934269,3.19958763,2020.375775
73500000000,29398.0376309938,29755.90321,7.973720903,6.96566742104726,7.47404650626694,6.988760053,4818.753915
83500000000,17228.5876774739,17829.64705,4.321058605,4.69518950603003,5.26199114826104,4.80134147,2012.020698
73500000000,70639.4586059699,74997.62025,15.15424576,5.59305544120537,6.50306811151523,6.028607322,2019.955149
83500000000,21324.6600388373,21332.44424,10.57088815,5.04084488040584,5.48974064125505,5.058634753,2014.13907
83500000000,14387.1047557075,14656.20827,1.342479539,3.73550266736833,4.18244032334896,4.016147271,2018.930927
73500000000,59846.3978213043,65840.68705,19.43310307,12.4320713224959,13.3708025913541,13.17703557,2959.980999
83500000000,39881.2109697927,40967.43167,26.40452195,16.9362400692355,20.2089946661202,18.51943788,2964.190765
73500000000,10091.7632352762,10863.99389,3.16882037,4.58937431848471,5.34400276166767,4.888585774,2014.328736
73500000000,64494.1330128324,64772.64823,18.4365002,10.3461422925196,12.3957859268652,11.283653,2959.064524
73500000000,40512.5893607,43614.79919,21.434877,13.7369115246398,16.3418393257909,15.18275639,2956.558603
83500000000,70883.8880169757,74914.49098,24.68872687,11.1233176221329,12.583842328016,11.75569299,2963.850523
73500000000,69247.6599165825,75000.06582,9.685891607,6.15245835006199,6.23380798712624,6.205159226,4827.35862
83500000000,60988.2337117454,61342.19105,24.20394051,17.7940606369971,19.7246179456559,18.10976748,2964.751744
73500000000,9295.76956294966,9632.795421,30.44420413,20.1064156288755,22.6848494449549,21.78736545,3963.40487
73500000000,45038.9918925868,47569.2052,12.52749592,9.81743435702954,10.7751192579111,9.956154737,2012.831441
73500000000,69830.261523805,75001.51372,11.28861386,2.15917178693556,2.22226962197731,2.21234969,2018.130249
83500000000,49158.0596925377,52616.16729,23.69804313,16.3736493861053,17.2936506386667,16.98324536,2114.944855
83500000000,7618.51726478385,7951.192801,2.548549546,4.0596300717532,4.52442774895693,4.359611677,2012.082544
83500000000,10286.6448081295,10841.55147,18.79775942,7.03624233817931,7.94507007201249,7.534486339,2587.658929
83500000000,52550.3201260707,55041.33687,4.216644533,4.62921038792979,5.22265170404965,5.028062559,4823.40335
83500000000,3853.33543472766,3998.319637,2.610877687,5.12291490364022,5.60753083698725,5.569582471,4824.933982
83500000000,1811.84946073109,2001.07826,15.91276387,12.9616017085764,13.9683779188152,13.22604006,2590.192829
83500000000,25258.571455321,25532.74975,9.301985289,6.85575814318547,7.75679199693181,7.203035836,4821.84148
83500000000,22106.0538811828,24406.94447,3.525359503,4.86982289119706,5.3326662160801,5.063663491,4823.525108
73500000000,49716.9928574958,51134.7376,26.11259971,18.1113152650499,18.5151807106212,18.15975309,2956.322803
73500000000,66000.3949025824,70543.10517,10.77459646,9.0069213435372,9.44122418327125,9.133738392,2958.543943
83500000000,72012.1536522563,75004.85169,21.74590786,7.93130723074251,8.48253536129569,7.990527235,2959.528475
83500000000,21339.3266620305,22984.75656,1.69973524,4.64165030200034,5.53224488390968,5.095507208,4826.767677
73500000000,15721.7059097465,15968.47023,29.08937843,21.1729196828756,24.6895677009518,22.52400136,3962.246395
73500000000,44674.7077108047,47814.26911,21.26976093,15.7777123011729,17.4694515975971,15.93430035,2959.576992
73500000000,5587.05490789407,5627.138572,3.785117366,5.97118483522572,6.44922696524667,6.054866058,4822.67845
83500000000,72264.6249523879,75003.639,13.00469931,6.72983075918415,7.49101115880284,7.287846335,2017.93266
83500000000,40068.2400755044,40368.90728,26.00199876,17.6214244641635,19.9415259249117,19.02125624,2960.944908
83500000000,48797.2598545831,50459.90061,21.4496461,14.7227185682608,16.6077195290623,15.87168751,2957.611079
83500000000,1987.86268916957,2162.544938,2.554576755,5.41035416557623,5.69085220793175,5.690049096,4826.009813
73500000000,71745.9000983538,74996.9375,3.808199899,2.96219333534079,3.1956216422653,2.999926861,4826.6173
73500000000,74145.3861363446,75002.67514,4.588196246,5.15842112430953,5.89345226030209,5.470051938,4824.465386
83500000000,34596.3680577441,36248.07678,3.353061707,4.48585498871679,4.81170411130631,4.645755605,4823.727984
83500000000,46631.2654332883,47647.20813,4.029973124,4.57717822787902,4.8088998467387,4.617738565,4822.316773
73500000000,25516.0047737285,27049.74576,14.5397245,4.3363624310667,4.69836274951828,4.549694819,2014.558289
83500000000,5941.43428215194,6100.877802,7.63356448,5.5249629968881,5.75385303972024,5.580187673,2016.260124
73500000000,74918.531601567,74995.19357,1.563396452,2.44570805882444,2.729728882781,2.539700226,4824.549563
73500000000,5563.96559300618,6112.39721,10.25152595,5.27589025170427,6.27227988869077,5.803613611,2020.066918
73500000000,19022.844273786,20853.70874,23.70706594,17.4488226588805,20.0373353331903,18.38461431,2112.506474
83500000000,33705.1703668522,35482.42052,33.06577821,16.7153988222009,19.1160524345226,17.64316421,3962.130138
83500000000,32356.8169775895,35874.06511,25.38776036,10.063061681852,11.2410938383632,10.54532211,2012.081594
83500000000,54352.2931515133,59547.19335,26.03755957,14.2609622241138,16.8665543755009,15.71603749,2956.52117
83500000000,2620.5846338391,2855.153254,3.846664986,6.05975081268807,6.9269157806412,6.308992405,4827.963729
83500000000,39267.2542039847,42644.80828,6.0021122,2.88037782596663,3.22136279358326,3.051275418,2016.455054
83500000000,9358.45437884374,9471.783706,12.91061105,7.81575869432722,8.28500565032258,8.103314977,2584.710311
73500000000,68950.8630721789,74995.04674,4.651606332,4.41286069763482,4.96255073382357,4.605718112,4820.644058
73500000000,32356.9209896648,33331.69371,5.114265639,4.36824475096167,4.92932616453094,4.493381259,4824.561402
73500000000,64385.2689278352,68424.60879,20.95617197,13.5629109061521,15.2877628294743,14.51287416,2964.120249
73500000000,30343.6126488063,32109.62272,22.25838348,8.68346301417958,9.54495420567323,8.776456137,2015.132274
73500000000,4816.39433292975,4859.569582,-3.251650143,3.64564758989899,4.02587208313976,3.674939836,4818.612923
83500000000,4025.33491001532,4339.787677,5.354761598,5.03988092947102,5.43272460696337,5.383178848,2020.342991
83500000000,14218.2533266818,14445.71279,5.42742737,6.12324117664638,6.73156450292415,6.195269223,4823.269637
83500000000,68309.8897748839,70175.58327,16.67261552,10.4723485180863,11.3198641421959,11.28722897,2962.61342
73500000000,11484.8168634115,11792.40344,11.80520805,4.9611641659992,5.40768768775499,5.067329714,2015.317418
73500000000,5529.65717367582,5971.050796,2.101244727,5.14519826819659,5.76024330207384,5.254702045,2013.478784
83500000000,1064.90873291594,1179.267992,8.786370873,7.92750051297047,8.30222845748315,8.242716314,2583.485988
73500000000,73045.1381058184,74375.71907,24.08238574,10.214665030197,11.4914245961952,10.50130063,2960.86302
83500000000,72221.3197911318,75001.10383,10.04461405,3.13146317876913,3.54891339821523,3.430774626,2013.209825
83500000000,45670.355838947,47355.29634,-0.032794127,3.86910938830334,4.27225687936818,3.978271852,4823.236659
83500000000,69646.5809179767,74996.05906,2.342963226,4.22577507596987,4.59884479718512,4.354866621,4818.869043
73500000000,31619.6846925613,32592.93525,25.38488726,19.4670853024028,22.5426047712596,20.67911354,2960.843016
83500000000,72805.0789812685,74995.98245,9.122495499,6.49116332020496,6.74666267509411,6.513742087,4826.029352
73500000000,64910.2843944571,67791.18078,17.89320219,8.17750575287217,9.15944817424325,9.061565015,2012.326668
83500000000,45472.7140955656,48795.56505,3.599592098,3.54006584374667,3.74243241226801,3.623697871,2020.698896
83500000000,7977.10992090653,8197.017367,7.767269272,4.54931428333567,4.80344256837712,4.679514632,2017.379094
83500000000,59486.4283353601,59611.89075,8.735541306,4.44122721220306,4.49815214956374,4.4668427,4820.340177
73500000000,17300.2599730111,18290.50666,27.80421329,21.9921576770198,23.4220598728813,22.52408732,3967.975454
83500000000,73622.3867442081,74999.79394,-0.48913206,2.94848103353724,3.40187994352726,3.129483844,4818.736701
73500000000,20826.0697781005,21654.17175,24.87858356,19.65014785413,22.1004218691514,20.99130266,2119.773544
83500000000,67771.2967034806,75003.6442,9.287979863,5.73948280200106,6.3747231463644,6.276255791,4826.700402
73500000000,60918.3102095441,63881.90907,25.78224059,14.090212368856,15.8449103414109,15.14770454,2960.75597
73500000000,14696.0276973233,16228.76228,1.629821567,4.26054072428149,4.47816307611339,4.417477521,2021.440798
83500000000,4984.16914678327,5513.113906,19.9608211,9.4618441285008,11.1214923356334,10.23072302,2583.285878
83500000000,4753.30759993232,4801.871068,2.903338889,5.27823665643426,5.55472558850388,5.467216662,2016.594695
83500000000,34506.2630209291,36182.20704,19.97374023,15.6836254736455,17.7928104513334,16.85711542,2960.695285
73500000000,40404.7178318128,44882.82033,25.57429208,17.5723776900083,20.5704075794208,18.94347125,2960.618962
83500000000,55645.7873758335,61124.20434,6.855373155,2.67323768089673,2.99092798121305,2.722266169,2016.034637
73500000000,30419.1828342357,33187.86984,17.56383344,5.2758668859361,5.96405289516493,5.769433633,2016.158109
83500000000,47679.2951181101,50376.40496,15.67306924,10.2293405660743,11.5035252444015,10.51154002,2962.306331
83500000000,2968.06543120499,3186.306205,19.26277993,9.01001413281149,9.52201023525141,9.352816309,2584.785342
73500000000,18054.3068667236,18411.38389,2.116047162,4.51688196118716,5.26753105772447,4.940589501,4819.739298
83500000000,23739.8683381981,23953.63692,29.10296292,18.4707165666995,18.8366657557568,18.74548155,3966.477504
83500000000,61889.3420533533,64751.0002,22.06200374,14.8833157955644,17.5523074511934,16.28312394,2959.344438
83500000000,74855.1841263297,74995.73625,4.549380341,4.88540663626141,5.30768604614185,5.056621501,4825.630216
73500000000,14594.1538458053,14896.01707,27.77912515,21.7058192258851,23.6093363781878,22.05513328,3966.924263
73500000000,26581.7597926831,26977.79303,15.82469609,7.98696504460556,8.83970481767744,8.128123752,2592.751378
73500000000,18341.7686687445,20101.44677,28.4160871,20.4389792625398,22.7208891784753,20.76931091,3967.49598
73500000000,52817.879357155,53489.83048,0.859744898,3.69391720058872,4.04760783706459,3.738048353,4818.110878
73500000000,69549.03699456,74997.27217,21.51002386,7.41549171363819,8.09652139055133,7.485525133,2021.826238
73500000000,69843.9765237381,74998.14575,11.40876306,3.6487785094739,4.33202766915857,3.941836689,4822.113637
73500000000,36205.9132775792,36596.18069,23.22866791,16.9505498740774,18.1280317799017,17.15398926,2114.784391
73500000000,41885.5146185884,45229.4664,23.51809,14.6463354384871,17.2588000744003,15.97343756,2958.198782
83500000000,10019.6271515661,11048.3503,5.588793015,5.96568249592577,6.77591691266758,6.434464432,4819.884944
73500000000,71664.7553092292,74997.18802,4.611902539,5.0939418323164,5.61381541670439,5.40148617,4826.649943
83500000000,68344.5678049244,75004.67366,0.082172529,3.26635418558055,3.71481958600787,3.450655032,4820.408483
73500000000,64919.9566882793,71682.94798,14.23125573,1.69119599453456,1.97316096180763,1.838429629,2018.27262
73500000000,12855.8095471598,12911.24002,6.671561388,5.0887767028297,5.52565252704195,5.151809715,2020.492492
83500000000,7772.29809892712,8172.047848,10.15642214,7.15926630896817,8.36493884590056,7.946591608,2014.245381
73500000000,23408.8606314824,23692.52553,22.32714888,16.9058982589175,19.6001400123336,18.59392778,2955.579748
83500000000,32787.374559853,34139.29634,23.44014232,17.5557252702754,20.266862986986,19.34650693,2963.481542
83500000000,5249.36056128945,5270.656527,0.050000299,4.03114092077655,4.61727497015821,4.457392123,4822.913813
83500000000,13320.2891139997,13480.81082,9.169236209,5.44664030145472,6.21941692507019,5.74647199,2017.681346
73500000000,37786.7747087057,38249.92458,20.5697214,16.4521925096376,18.4263257282932,16.99930608,2962.662931
73500000000,2900.21119674053,3132.288664,-3.890373312,3.34501399131207,3.81009815125205,3.526095776,4827.009033
73500000000,52103.7266014435,53426.19988,19.08964972,11.6714143621385,12.8313399486402,12.19469476,2960.933269
73500000000,49622.9095583912,50430.66284,3.89024631,3.4933146115881,3.6430181292205,3.505315536,2019.229014
83500000000,37291.9146367336,38757.71848,34.58449685,16.3827848596508,18.2029021703041,17.73619716,3963.268389
73500000000,26864.9963344937,28892.10712,24.6043161,16.7888506844771,17.2973409038746,17.04899375,2955.830601
83500000000,34975.3628246462,38486.05198,5.146739839,5.55750764400905,6.24316462877603,5.806694739,4825.484029
83500000000,13686.3992355814,14824.46381,29.64582623,22.4569511626811,23.2207941143198,22.62852227,3969.417382
83500000000,71136.6136920582,72313.59615,11.05147933,5.9764030602186,6.81034536250334,6.351360018,2963.091346
83500000000,74134.3333574422,74998.37955,15.74106963,3.14071496727895,3.48875190781137,3.378486264,2015.199879
73500000000,3395.14420632705,3407.479342,13.1578337,8.48562711930785,9.53613860392422,9.373367613,2591.935766
83500000000,2329.59608400991,2494.000877,8.092374672,6.85630706277989,8.17028018780287,7.50736602,2018.489609
83500000000,33555.7012812917,35728.79362,16.43955274,13.3461214462513,14.7683024016674,13.60702984,2962.316964
83500000000,72241.8572456273,75001.77128,10.74288039,7.50455642074652,8.74901628101088,8.00950515,4825.279036
73500000000,71918.1705142867,75002.70695,4.497392015,5.15494502228729,5.61958219390405,5.616734147,4827.381513
73500000000,31752.3272876132,32308.39423,20.43223571,16.6034806547054,17.320450128226,16.91399266,2962.934401
73500000000,68029.0909214577,74994.3376,24.16842502,6.84890184835681,7.70655089502083,7.097917054,2962.017123
73500000000,40852.7830474236,43328.64766,13.49990785,11.3761557302092,11.6209993818224,11.42838389,2956.465303
73500000000,15509.7913975442,16946.05621,29.70955752,15.9069299329798,18.6613007647601,17.37030521,3964.283098
73500000000,36237.5784741175,37769.4455,21.2361712,15.1314126923625,17.378638114779,16.17592154,2963.741088
83500000000,67691.3013240598,74996.91985,11.51856319,8.33763006344515,8.58075092941403,8.39811981,2018.889715
83500000000,14041.8828015553,14962.64112,6.122383027,5.69011489580497,6.63694928005888,6.307606989,4819.54898
73500000000,6654.55621007225,7104.962453,7.152431097,4.57551463502566,5.51566256629329,5.063880472,2012.141946
73500000000,27919.9408888135,29611.26896,10.56194664,4.65325931824397,5.05695237940507,5.020658798,2015.382812
83500000000,6842.68752626826,7218.642772,1.726972612,4.45647108427412,4.91836030744233,4.750595586,4818.762857
83500000000,56931.8111631937,62793.23697,17.99538987,6.44737837700139,7.29065672433162,6.679055951,2016.545371
83500000000,11872.1656381769,12520.41425,-1.959206882,3.13559841146004,3.72865169169651,3.482879736,4823.853728
83500000000,68076.7073134025,74995.31364,4.767746138,3.74160371914286,4.35083232587036,3.996046826,4822.808668
83500000000,42561.9164704445,43251.27432,1.634888921,4.26363674205522,4.65296992055652,4.457126768,4820.263048
73500000000,49320.2374431677,52856.18954,8.659576204,2.90476301825059,2.96691537190739,2.913543159,2012.565407
73500000000,11609.1660787459,11949.4625,4.532269696,4.89777127605572,4.96368845551285,4.945785749,4825.365605
73500000000,20772.0602850654,21698.73974,-0.706038031,3.95110185378226,4.23267093096127,4.172040352,4822.574664
73500000000,10514.8721266652,11654.37827,4.399547422,5.42668848426855,5.92854495969702,5.776290168,2019.60698
83500000000,43556.4600228534,44480.60718,22.40481366,7.93053602255807,8.93143726820291,8.663557819,2020.554101
83500000000,40619.0474927875,43588.35294,13.19917154,6.53725930427322,7.37922483453627,7.253302559,2016.838204
83500000000,30035.8382109491,32418.19239,12.69919046,7.97579929924998,9.20999834248408,8.74762494,2014.204697
73500000000,20078.717603026,21019.00471,4.419235049,4.38144435985055,5.0503632712547,4.834847908,2018.407574
73500000000,60885.4201937975,63989.36951,20.08948159,11.9430457395216,13.6067812802482,12.96137966,2960.552636
73500000000,26111.6493382747,26488.79512,24.03768189,16.6657102337306,17.724168960281,17.45986264,2955.375188
73500000000,25517.5816411572,27603.53335,27.83977809,16.3564294543888,17.5409563808142,16.97245508,3966.754976
83500000000,19190.142268853,19393.7884,19.08326683,9.55286660849907,11.4563491839498,10.54286316,2590.938581
83500000000,13800.4860456505,14331.68266,1.60008344,4.05049046208737,4.45664400181288,4.096871246,2014.964408
73500000000,17746.1094888737,18941.81657,-2.13135295,3.75023487469381,4.04180046522059,3.8834831,4827.802468
83500000000,28759.0671943521,31049.66629,21.12553103,7.40494841214926,8.36261426619412,8.188679518,2021.831357
83500000000,16488.6166048624,17555.4391,17.76866686,12.584540469539,14.5479530802878,13.70737556,2014.130913
83500000000,50317.2518866134,54347.57374,13.51794923,2.80591250823624,3.10437978003404,2.983159024,2012.540068
73500000000,33900.9490839819,36957.75671,17.31268561,7.4068438906009,7.91236515261799,7.41554322,2017.882708
83500000000,6855.26988682253,6946.428502,8.043505019,7.28414043745525,8.24811502126956,7.508783675,4821.852325
83500000000,38111.962527936,41458.69825,19.93586701,5.69365245297002,6.63225485364121,6.305192025,2015.798097
73500000000,6896.38029641303,7184.038379,0.555395323,4.30223035848756,4.74372385540791,4.352647832,4824.789069
73500000000,30812.2252205491,30992.35013,27.06025447,16.0064953248117,18.420562421082,17.70900223,2964.967643
83500000000,69136.1279119341,74999.56514,5.429983686,5.42211182045438,5.93942763356318,5.579915276,4826.465692
83500000000,73828.5400937582,75000.43866,5.564784251,4.44108783841997,4.83368427689112,4.521314177,4820.542236
73500000000,17804.0398514646,18953.07903,2.748351692,3.86618796494874,4.04830243335686,4.038911819,4818.469631
73500000000,16426.8482851249,17012.17159,32.13964168,18.4103318577995,20.730729149319,20.11793022,3967.042338
83500000000,7648.28247303464,7884.982851,0.525761925,4.46564820627397,4.84352569139784,4.743817901,4821.124231
83500000000,25755.0641612516,28376.42971,10.13467089,6.29608416247093,7.19384703026441,6.840925176,2017.0949
83500000000,25339.9515510243,25520.86097,10.59182356,5.23559765094631,5.83473571778943,5.400023581,2016.73863
83500000000,9389.93170715382,9651.80367,26.33010693,23.311704787715,24.8387963520427,23.36450346,3970.545647
